,artist_names,track_name,source,key,mode,time_signature,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,loudness,tempo,duration_ms,weeks_on_chart,streams
2789,Tom Grennan,Little Bit of Love,Insanity Records,C#/Db,Minor,4 beats,0.689,0.706,0.0312,0.0833,0.0,0.105,0.623,-4.48,106.52,226268,16,94763591
2790,Tiësto,Lay Low,Atlantic Records,A,Minor,4 beats,0.705,0.663,0.0367,0.18,6.74e-06,0.0924,0.38,-5.289,124.988,140160,3,23642586
2791,Eminem,Offended,Aftermath,C#/Db,Major,4 beats,0.656,0.871,0.366,0.573,0.0,0.846,0.75,-4.604,140.322,320920,1,4992915
2792,"Hugh Jackman, The Greatest Showman Ensemble",From Now On,Atlantic Records,E,Major,4 beats,0.516,0.518,0.04,0.00483,0.00895,0.585,0.0834,-10.383,108.027,349560,5,21449155
2793,Drake,Deep Pockets,OVO,G,Minor,4 beats,0.473,0.824,0.163,0.482,0.0,0.605,0.374,-3.68,77.888,222929,1,8285754
2794,Dream,Mask,Dream Music,C#/Db,Major,4 beats,0.636,0.749,0.0631,0.195,0.0,0.107,0.653,-4.197,117.904,174936,1,5156496
2795,TV Girl,Not Allowed,TV Girl,C#/Db,Major,4 beats,0.67,0.905,0.129,0.669,0.000227,0.349,0.563,-6.855,104.965,167864,8,69181599
2796,"Meek Mill, Lil Durk, Lil Baby",Sharing Locations (feat. Lil Baby & Lil Durk),MMG/Atlantic,C#/Db,Major,4 beats,0.681,0.63,0.0385,0.00383,0.0,0.139,0.183,-5.585,151.951,161053,1,6894638
2797,"Lil Tjay, 6LACK",Calling My Phone,Columbia,E,Minor,4 beats,0.907,0.393,0.0539,0.451,1.35e-06,0.135,0.202,-7.636,104.949,205458,27,170225302
2798,"Jhayco, Anuel AA",Ley Seca,N&E Entertainment LLC,G#/Ab,Major,4 beats,0.759,0.842,0.096,0.101,0.0,0.134,0.584,-3.758,105.059,263253,26,196956035
2799,"Ufo361, Sonus030",Shit Changed,Stay High,A,Major,4 beats,0.826,0.528,0.175,0.141,0.000362,0.104,0.318,-9.221,157.001,183839,1,4823401
2800,Myke Towers,Diosa,"2020 One World Music & Casablanca Records | Powered by GLAD Empire, LL",F#/Gb,Minor,4 beats,0.801,0.745,0.063,0.398,0.00603,0.153,0.245,-3.733,104.965,214013,23,167232619
2801,"Tyler, The Creator, Lil Wayne",HOT WIND BLOWS (feat. Lil Wayne),Columbia,G,Minor,4 beats,0.371,0.75,0.402,0.601,0.0,0.482,0.729,-5.382,173.456,155293,1,9889197
2802,Lauv,Enemies,Lauv,D#/Eb,Major,4 beats,0.696,0.693,0.044,0.175,0.0,0.122,0.601,-4.64,126.025,194755,6,29683969
2803,Polo G,21,Columbia,G,Major,4 beats,0.783,0.479,0.541,0.149,0.0,0.101,0.533,-10.646,176.027,163798,13,64054776
2804,Kesha,Learn To Let Go,Kemosabe Records/RCA Records,F,Major,4 beats,0.515,0.847,0.039,0.00369,6.66e-05,0.293,0.645,-2.951,168.104,217547,1,3211380
2805,"BTS, Megan Thee Stallion",Butter - Megan Thee Stallion Remix,BIGHIT MUSIC,G#/Ab,Major,4 beats,0.739,0.588,0.136,0.00308,0.0,0.109,0.774,-4.971,109.958,164457,5,40204335
2806,"Lil Nas X, Elton John",ONE OF ME (feat. Elton John),Columbia,D#/Eb,Minor,4 beats,0.708,0.598,0.0617,0.202,0.0,0.183,0.561,-4.969,144.09,161667,1,8266667
2807,Kanye West,Closed On Sunday,Getting Out Our Dreams II / Def Jam Recordings,B,Minor,4 beats,0.799,0.291,0.0318,0.873,0.000641,0.139,0.406,-7.353,97.984,151873,2,23851752
2808,"Lil Wayne, Sosamann",What About Me (feat. Sosamann),"Young Money Records, Inc.",A#/Bb,Major,4 beats,0.785,0.44,0.0401,0.0263,2.03e-06,0.122,0.22,-6.566,118.089,216961,2,19569251
2809,"Megan Thee Stallion, Dua Lipa",Sweetest Pie,300 Entertainment,G,Major,4 beats,0.814,0.626,0.214,0.173,0.0,0.101,0.686,-7.187,123.972,201334,23,5831107
2810,Drake,Bahamas Promises,OVO/Republic,C#/Db,Major,4 beats,0.626,0.309,0.0433,0.85,1.31e-05,0.117,0.369,-10.397,117.94,184090,1,14415358
2811,"Sean Paul, J Balvin",Contra La Pared,Universal-Island Records Ltd.,D,Major,4 beats,0.828,0.588,0.118,0.0156,0.0,0.124,0.598,-7.14,94.052,224681,7,37127370
2812,Linkin Park,One Step Closer,Warner Records,A,Major,4 beats,0.492,0.969,0.0491,0.0014,1.32e-06,0.0787,0.538,-4.419,95.136,157333,1,5029123
2813,"Travis Scott, Teezo Touchdown",MODERN JAM (feat. Teezo Touchdown),Cactus Jack/Epic,A,Minor,4 beats,0.517,0.539,0.038,0.000564,1.4e-05,0.537,0.531,-6.474,108.984,255413,2,32312273
2814,Bad Bunny,120,Rimas Entertainment LLC,D,Minor,4 beats,0.636,0.656,0.0676,0.451,7.97e-06,0.287,0.439,-5.542,171.918,151506,1,10957181
2815,Rich The Kid,Splashin,Interscope Records,A#/Bb,Major,4 beats,0.942,0.382,0.564,0.00192,0.0,0.092,0.379,-8.099,100.017,177864,16,16363456
2816,"Jonas Blue, Jack & Jack",Rise,Positiva,C#/Db,Major,4 beats,0.687,0.785,0.0333,0.327,0.0,0.203,0.655,-4.65,106.046,194408,46,129859624
2817,Hozier,Take Me To Church,Universal-Island Records Ltd.,E,Minor,4 beats,0.566,0.664,0.0464,0.634,0.0,0.116,0.437,-5.303,128.945,241693,5,7922362
2818,Plan B,Es un Secreto,Pina Records,F#/Gb,Minor,4 beats,0.841,0.774,0.0421,0.117,2.66e-06,0.0674,0.494,-4.963,95.006,192120,22,179216735
2819,"Trippie Redd, DaBaby",Death (feat. DaBaby),"TenThousand Projects, LLC",A#/Bb,Minor,4 beats,0.802,0.82,0.146,0.0579,0.0,0.149,0.613,-5.969,164.005,172196,5,25239836
2820,Lorde,Solar Power,Universal Music New Zealand Limited,E,Major,4 beats,0.735,0.47,0.1,0.266,0.000105,0.32,0.897,-9.405,87.971,192621,4,37366187
2821,"Nicky Jam, Sech",Atrévete,Sony Music Latin,B,Major,4 beats,0.552,0.675,0.297,0.311,0.0,0.119,0.586,-3.824,183.785,198320,12,63372783
2822,Drake,Landed,OVO,G,Major,4 beats,0.881,0.636,0.287,0.00606,0.0,0.111,0.715,-4.629,163.949,152195,1,8355036
2823,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,Universal Records,D,Major,4 beats,0.76,0.479,0.0466,0.556,0.0,0.0703,0.913,-5.574,89.911,158040,46,786652132
2824,Adele,Oh My God,Columbia,C#/Db,Major,4 beats,0.534,0.725,0.046,0.091,0.0,0.0264,0.55,-3.906,88.098,225149,25,264898638
2825,"Kygo, Valerie Broussard",Think About You,Kygo,A#/Bb,Major,4 beats,0.673,0.596,0.0354,0.166,0.0,0.11,0.19,-7.891,123.969,208567,4,26692731
2826,FIFTY FIFTY,Cupid - Twin Ver.,WM Korea,B,Minor,4 beats,0.782,0.587,0.0324,0.428,1.85e-06,0.337,0.76,-8.3,120.041,174253,2,23664981
2827,The Weeknd,Gasoline,XO / Republic Records,F#/Gb,Minor,4 beats,0.728,0.741,0.0473,0.000582,0.00206,0.33,0.31,-7.075,123.006,212166,3,32918383
2828,"A Boogie Wit da Hoodie, Juice WRLD",Demons and Angels (feat. Juice WRLD),Highbridge the Label / Atlantic Records,D,Minor,4 beats,0.81,0.55,0.17,0.0114,5.69e-06,0.107,0.183,-7.46,76.503,214593,1,5158810
2829,"Nicki Minaj, Ariana Grande",Bed (feat. Ariana Grande),Young Money/Cash Money Records,G,Major,4 beats,0.757,0.73,0.185,0.0342,5.87e-05,0.136,0.452,-6.304,90.013,189533,12,22262134
2830,Nicki Minaj,Ganja Burn,Young Money/Cash Money Records,C#/Db,Minor,4 beats,0.755,0.902,0.0631,0.161,0.00199,0.137,0.76,-2.835,108.991,294187,1,4437818
2831,Tame Impala,Breathe Deeper,Universal Music Australia Pty. Ltd.,B,Minor,4 beats,0.664,0.848,0.0322,0.0245,0.000127,0.172,0.502,-4.51,104.998,372867,1,7142364
2832,Ed Sheeran,Barcelona,Atlantic Records UK,C#/Db,Major,4 beats,0.747,0.76,0.187,0.448,0.0,0.153,0.682,-4.294,99.975,191147,10,69169440
2833,Billie Eilish,goodbye,Darkroom/Interscope Records,F#/Gb,Minor,3 beats,0.153,0.138,0.0503,0.837,0.55,0.254,0.0503,-21.877,74.318,119410,2,15530819
2834,"Gunna, Future, Young Thug",pushin P (feat. Young Thug),300 Entertainment,C#/Db,Minor,1,0.773,0.422,0.187,0.00783,0.00693,0.129,0.488,-4.572,77.502,136267,2,20801298
2835,Central Cee,Doja,Central Cee,F#/Gb,Major,4 beats,0.911,0.573,0.288,0.38,0.0,0.403,0.972,-7.43,140.04,97393,28,329553281
2836,Chase Atlantic,Swim,Warner Records,G#/Ab,Major,4 beats,0.666,0.542,0.0392,0.27,0.0,0.0765,0.0771,-6.429,120.134,228787,8,50690126
2837,BoyWithUke,Toxic,Republic Records,B,Major,4 beats,0.609,0.619,0.311,0.749,0.0,0.264,0.689,-5.677,179.71,168067,33,25029223
2838,"Tiësto, Jonas Blue, Rita Ora",Ritual,"Universal Music, a division of Universal International Music BV",D#/Eb,Minor,4 beats,0.647,0.726,0.0552,0.157,0.0,0.0844,0.767,-4.389,114.996,198996,16,103252399
2839,BLACKPINK,Hard to Love,YG Entertainment/Interscope Records,F,Major,4 beats,0.654,0.768,0.0431,0.00616,0.0,0.202,0.505,-5.007,104.97,162570,2,24270451
2840,Juice WRLD,Blood On My Jeans,Grade A Productions/Interscope Records,F#/Gb,Major,4 beats,0.868,0.55,0.226,0.183,0.0,0.109,0.464,-6.417,117.943,154767,4,33915674
2841,"Pop Smoke, Rah Swish",Brush Em (feat. Rah Swish),Victor Victor Worldwide,D#/Eb,Minor,4 beats,0.654,0.724,0.355,0.106,1.74e-06,0.655,0.717,-6.59,71.696,150449,1,5335271
2842,Gjon's Tears,Tout l'univers,Jo&Co,A,Minor,4 beats,0.534,0.365,0.033,0.81,2.52e-06,0.158,0.237,-9.187,123.466,183707,1,5174437
2843,Taylor Swift,Sparks Fly (Taylor’s Version),Taylor Swift,F,Major,4 beats,0.588,0.758,0.0305,0.0251,0.0,0.131,0.387,-2.347,114.991,261231,1,21311235
2844,"Pop Smoke, KAROL G",Enjoy Yourself (feat. Karol G),Victor Victor Worldwide,B,Minor,4 beats,0.764,0.676,0.0927,0.389,0.0,0.215,0.461,-6.761,97.02,197938,1,6620040
2845,PinkPantheress,Boy's a Liar,Warner Records,F,Major,4 beats,0.656,0.838,0.041,0.25,0.00281,0.207,0.74,-8.407,132.981,131253,5,37377350
2846,Ariana Grande,better off,Republic Records,B,Major,4 beats,0.597,0.524,0.0537,0.216,0.0,0.112,0.0549,-7.247,92.568,171333,1,7427563
2847,Joji,Ew,88rising Music,A#/Bb,Major,4 beats,0.48,0.373,0.0278,0.804,0.067,0.12,0.0376,-9.297,114.078,207710,1,6936305
2848,"ZAYN, Taylor Swift",I Don’t Wanna Live Forever (Fifty Shades Darker),"Big Machine Records, LLC",C,Major,4 beats,0.735,0.451,0.0585,0.0631,1.3e-05,0.325,0.0862,-8.374,117.973,245200,67,664141828
2849,Maria Becerra,AUTOMÁTICO,300 Entertainment,A#/Bb,Minor,4 beats,0.68,0.808,0.224,0.0911,2.23e-06,0.205,0.868,-3.854,176.131,175317,1,6505135
2850,"Gorillaz, George Benson",Humility (feat. George Benson),Parlophone UK,C,Major,4 beats,0.632,0.807,0.126,0.144,0.0211,0.125,0.784,-5.893,160.174,197933,2,4295985
2851,Camila Cabello,I Have Questions,Syco Music/Epic,A#/Bb,Minor,4 beats,0.393,0.555,0.276,0.405,0.0,0.105,0.22,-6.096,167.999,221881,1,3397575
2852,Bad Bunny,BABY NUEVA,Rimas Entertainment LLC,A#/Bb,Minor,4 beats,0.866,0.63,0.0616,0.504,0.000505,0.328,0.359,-4.816,117.924,240774,3,42570633
2853,"Ariana Grande, Miley Cyrus, Lana Del Rey",Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),Silver Cloud/Charlie's Angels,C#/Db,Major,4 beats,0.643,0.721,0.0449,0.00268,6.51e-06,0.0898,0.317,-5.248,102.914,190107,7,115091727
2854,Olivia Rodrigo,the grudge,Olivia Rodrigo PS,A#/Bb,Major,4 beats,0.548,0.307,0.0781,0.916,0.0,0.0828,0.317,-9.214,127.923,189386,4,53080040
2855,"Eslabon Armado, DannyLux",Jugaste y Sufrí,DEL Records,G,Major,1,0.39,0.499,0.0381,0.632,0.000497,0.115,0.34,-7.778,200.156,275194,14,90066982
2856,"Clean Bandit, Demi Lovato",Solo (feat. Demi Lovato),Atlantic Records UK,B,Minor,4 beats,0.74,0.622,0.0446,0.0357,4.85e-05,0.356,0.556,-4.608,104.966,222707,49,122727535
2857,Ed Sheeran,The Joker And The Queen,Atlantic Records UK,C,Major,4 beats,0.567,0.211,0.0315,0.952,5.24e-05,0.275,0.289,-9.975,134.019,185587,1,6298680
2858,"Lana Del Rey, Stevie Nicks",Beautiful People Beautiful Problems (feat. Stevie Nicks),Polydor Records,F,Major,4 beats,0.509,0.43,0.0325,0.834,0.000854,0.0927,0.128,-8.387,122.919,253532,1,3236589
2859,"Jax Jones, Martin Solveig, Madison Beer, Europa",All Day And Night,Polydor Records,C#/Db,Minor,4 beats,0.585,0.782,0.0897,0.269,0.0,0.156,0.521,-4.101,121.908,169303,9,32929621
2860,"P!nk, Eminem",Revenge (feat. Eminem),RCA Records Label,A#/Bb,Minor,4 beats,0.725,0.749,0.356,0.0452,0.0,0.175,0.761,-7.474,87.03,226160,1,4476100
2861,Zara Larsson,All the Time,Epic/Record Company TEN,F#/Gb,Minor,4 beats,0.665,0.799,0.0617,0.18,0.0,0.125,0.5,-2.868,101.976,228112,1,4904256
2862,Jimin,Face-off,BIGHIT MUSIC,D,Minor,4 beats,0.689,0.539,0.048,0.178,1.45e-05,0.106,0.239,-7.671,119.949,229627,1,9229606
2863,Masked Wolf,Astronaut In The Ocean,Elektra (NEK),E,Minor,4 beats,0.778,0.695,0.0913,0.175,0.0,0.15,0.472,-6.865,149.996,132780,4,32662129
2864,A Boogie Wit da Hoodie,Look Back at It,Highbridge the Label / Atlantic Records,D#/Eb,Minor,4 beats,0.791,0.587,0.0413,0.407,0.0,0.148,0.536,-5.075,96.057,179449,30,264095621
2865,"Migos, Post Malone",Notice Me,"Quality Control Music, LLC",F#/Gb,Major,4 beats,0.793,0.344,0.357,0.112,1.68e-06,0.15,0.45,-9.757,166.105,233880,6,30880964
2866,"DJ Khaled, Beyoncé, JAY-Z",Shining (feat. Beyoncé & Jay-Z),Epic/We The Best,D,Minor,4 beats,0.773,0.81,0.116,0.0479,4.45e-06,0.271,0.567,-5.171,112.002,283253,1,3036355
2867,"The Chainsmokers, Emily Warren",Side Effects,Disruptor Records/Columbia,G#/Ab,Major,4 beats,0.673,0.71,0.0324,0.00277,0.0,0.55,0.54,-6.744,110.017,173613,7,17157794
2868,"Luude, Colin Hay",Down Under (feat. Colin Hay),Sweat It Out,B,Minor,4 beats,0.308,0.86,0.168,0.0116,0.000828,0.277,0.0387,-4.111,171.835,158774,14,72648153
2869,Eminem,Revival (Interlude),Aftermath,F#/Gb,Minor,4 beats,0.613,0.288,0.0294,0.857,0.0,0.217,0.738,-9.803,99.917,51827,1,5124354
2870,Axwell /\ Ingrosso,More Than You Know,EMI,F,Minor,4 beats,0.644,0.743,0.0355,0.034,0.0,0.257,0.544,-5.002,123.074,203000,29,275006495
2871,"Israel & Rodolffo, Mari Fernandez",Seu Brilho Sumiu - Ao Vivo,Som Livre,F#/Gb,Major,4 beats,0.625,0.916,0.0461,0.309,0.0,0.906,0.746,-3.704,153.664,168840,10,80746125
2872,Mariah Carey,Christmas (Baby Please Come Home),Columbia,D#/Eb,Major,4 beats,0.561,0.782,0.0317,0.022,0.0,0.109,0.704,-7.444,127.148,153240,21,175784366
2873,Michael Marcagi,Scared To Start,Warner Records,G,Major,4 beats,0.527,0.551,0.0345,0.384,2.75e-06,0.403,0.443,-11.258,148.035,159636,6,65638550
2874,Dua Lipa,Don't Start Now,Warner Records,B,Minor,4 beats,0.793,0.793,0.083,0.0123,0.0,0.0951,0.679,-4.521,123.95,183290,159,1462128533
2875,Feid,Prohibidox,UMLE - Latino,C#/Db,Minor,4 beats,0.647,0.801,0.249,0.0451,0.0,0.0628,0.517,-2.946,180.108,166253,5,35786797
2876,Rauw Alejandro,Cúrame,Sony Music Latin/Duars Entertainment,A,Minor,4 beats,0.765,0.625,0.0548,0.584,0.00111,0.112,0.262,-3.599,102.101,164706,21,196862657
2877,Melanie Martinez,DEATH,Atlantic Records,C#/Db,Major,4 beats,0.392,0.541,0.0641,0.102,1.02e-05,0.288,0.447,-8.68,181.866,306656,1,8132752
2878,blackbear,do re mi,Alamo,G#/Ab,Major,3 beats,0.745,0.593,0.0526,0.00522,5.25e-06,0.123,0.17,-6.35,111.002,212027,23,94025189
2879,"Drake, Chris Brown",Not You Too (feat. Chris Brown),OVO,A,Minor,4 beats,0.458,0.452,0.047,0.342,1.94e-05,0.0703,0.316,-9.299,86.318,269680,1,9284383
2880,Jack Harlow,WHATS POPPIN,Generation Now/Atlantic,B,Minor,4 beats,0.923,0.604,0.245,0.017,0.0,0.272,0.826,-6.671,145.062,139741,6,51493703
2881,The Kid LAROI,ALWAYS DO,Columbia,G#/Ab,Major,4 beats,0.762,0.426,0.113,0.0442,0.0,0.0858,0.582,-6.865,167.827,151705,3,16396665
2882,"Baby Keem, Kendrick Lamar",family ties (with Kendrick Lamar),Columbia,C#/Db,Major,4 beats,0.711,0.611,0.33,0.00588,0.0,0.23,0.144,-5.453,134.093,252262,26,169915445
2883,"G-Eazy, blackbear",Hate The Way (feat. blackbear),BPG/RVG/RCA Records,E,Minor,4 beats,0.569,0.865,0.266,0.0673,0.0,0.312,0.361,-3.844,82.011,214363,1,5116071
2884,Shawn Mendes,Treat You Better,Island Records,A#/Bb,Minor,4 beats,0.444,0.819,0.341,0.106,0.0,0.107,0.747,-4.078,82.695,187973,53,26271574
2885,"Chefin, Mainstreet",212,Mainstreet Records,D,Minor,4 beats,0.789,0.519,0.0697,0.659,0.0,0.085,0.857,-4.84,154.037,150610,8,52842792
2886,BTS,Fly To My Room,BIGHIT MUSIC,B,Major,4 beats,0.764,0.526,0.212,0.0484,0.0,0.0718,0.588,-7.355,114.91,222243,2,25708871
2887,Eagles,Please Come Home for Christmas - 2013 Remaster,Rhino/Elektra,A,Major,3 beats,0.612,0.289,0.0421,0.599,0.00266,0.0561,0.466,-11.568,183.18,177440,7,67878359
2888,"Summer Cem, Luciano",Summer Cem (feat. Luciano),Banger Musik/WM Germany,D,Major,4 beats,0.874,0.589,0.079,0.179,8.49e-05,0.113,0.454,-6.871,135.025,160547,1,6047678
2889,"Ariana Grande, Kid Cudi",Just Look Up (From Don’t Look Up),Republic Records,A,Major,4 beats,0.566,0.581,0.043,0.216,0.0,0.0853,0.152,-5.181,130.043,201668,1,6403701
2890,"Oscar Ortiz, Edgardo Nuñez",FIRST LOVE,"Badsin Records, LLC",D,Major,4 beats,0.694,0.588,0.0565,0.358,0.0,0.299,0.794,-6.24,73.929,169440,9,120540598
2891,"4batz, Drake",act ii: date @ 8 (feat. Drake) - remix,4batz / OVO Sound,C,Major,4 beats,0.55,0.545,0.163,0.318,0.0,0.0608,0.412,-9.304,102.469,231339,1,14488042
2892,Eminem,Stepdad,Shady/Aftermath/Interscope Records,C#/Db,Major,4 beats,0.779,0.805,0.178,0.018,0.0,0.321,0.557,-3.121,145.68,213413,1,9159901
2893,"Kiiara, Felix Snow",Whippin (feat. Felix Snow),Atlantic Records,F,Minor,4 beats,0.87,0.502,0.0549,0.549,0.00356,0.0916,0.673,-7.497,82.53,160597,7,33181546
2894,Mac Miller,Woods,Warner Records,C,Major,4 beats,0.779,0.362,0.0474,0.135,0.206,0.111,0.46,-10.847,85.011,286387,1,8329349
2895,Elvis Presley,Blue Christmas,RCA Victor,E,Major,4 beats,0.465,0.27,0.0425,0.9,0.00104,0.145,0.58,-16.661,94.518,129173,29,233599089
2896,Jonas Brothers,Cool,Jonas Brothers Recording,C,Major,4 beats,0.681,0.603,0.0458,0.0105,0.0,0.159,0.643,-5.533,79.007,167120,6,37397405
2897,Morgan Wallen,Thought You Should Know,Big Loud Records / Mercury Records / Republic Records,F#/Gb,Major,4 beats,0.53,0.678,0.0278,0.506,6.23e-06,0.138,0.508,-6.16,140.05,215572,2,8135094
2898,"Zion & Lennox, J Balvin",Otra vez (feat. J Balvin),WEA Latina,A#/Bb,Major,4 beats,0.832,0.772,0.1,0.0559,0.000486,0.44,0.704,-5.429,96.016,209453,46,252553733
2899,Sheck Wes,Mo Bamba,Cactus Jack Records/ G.O.O.D. Music/ Interscope Records,F#/Gb,Minor,4 beats,0.738,0.629,0.0495,0.268,0.00114,0.163,0.319,-4.882,146.067,180898,7,55377853
2900,"Mustard, Roddy Ricch",Ballin' (with Roddy Ricch),10 Summers Records/Interscope Records,G,Major,4 beats,0.809,0.545,0.0735,0.392,0.0,0.151,0.244,-6.678,97.008,180435,47,327609522
2901,"Loredana, Rymez",Angst,Loredana,D,Major,4 beats,0.833,0.677,0.239,0.0284,0.0,0.0502,0.558,-5.537,100.073,176097,1,6224166
2902,Mac Miller,I Can See,Warner Records,F,Minor,4 beats,0.699,0.503,0.0882,0.391,0.0126,0.0996,0.0546,-9.922,114.86,220853,1,10086930
2903,"Peso Pluma, Junior H",LUNA,Double P Records,A,Minor,3 beats,0.747,0.629,0.0363,0.328,0.00409,0.154,0.793,-8.509,127.819,163552,5,41567312
2904,Manuel Turizo,Culpables,Sony Music Latin/La Industria,D#/Eb,Major,4 beats,0.573,0.31,0.296,0.94,5.65e-06,0.198,0.764,-11.134,177.601,233930,6,25281942
2905,Lana Del Rey,Norman fucking Rockwell,Polydor Records,F,Major,1,0.215,0.203,0.0346,0.968,0.0585,0.0923,0.143,-12.65,78.287,248934,1,8937691
2906,Baby Tate,"Hey, Mickey!",Yung Baby Tate,D,Major,4 beats,0.912,0.507,0.0587,0.579,0.0,0.167,0.725,-11.952,134.978,115556,3,27419781
2907,"Young Thug, Travis Scott",Hop Off A Jet (feat. Travis Scott),300 Entertainment/Atl,G,Major,4 beats,0.823,0.476,0.242,0.0115,0.0,0.213,0.353,-8.951,144.998,174067,1,5746304
2908,"Drake, SZA",Slime You Out (feat. SZA),OVO,F,Minor,3 beats,0.483,0.408,0.0502,0.508,0.0,0.259,0.105,-9.243,88.88,310491,3,55617341
2909,Taylor Swift,The Man,Taylor Swift,C,Major,4 beats,0.777,0.658,0.054,0.0767,0.0,0.0901,0.633,-5.191,110.048,190360,5,56646615
2910,Coldplay,Hymn for the Weekend,Parlophone UK,C,Minor,4 beats,0.491,0.693,0.0377,0.211,6.92e-06,0.325,0.412,-6.487,90.027,258267,3,8405803
2911,Drake,F*****g Fans,OVO,E,Minor,4 beats,0.783,0.416,0.135,0.213,0.0,0.103,0.165,-9.84,87.073,245131,1,12312466
2912,Ariana Grande,eternal sunshine,Republic Records,A,Major,4 beats,0.658,0.505,0.105,0.537,0.0,0.113,0.331,-6.947,159.947,210200,1,25640457
2913,Jason Mraz,I'm Yours,Atlantic Records/ATG,B,Major,4 beats,0.703,0.444,0.0417,0.559,0.0,0.0973,0.712,-9.331,150.96,242947,64,286435338
2914,Michael Jackson,Thriller,Epic/Legacy,B,Major,4 beats,0.773,0.859,0.0747,0.0855,0.000187,0.914,0.813,-4.913,118.459,357267,5,28983453
2915,"Pharrell Williams, 21 Savage, Tyler, The Creator",Cash In Cash Out,Columbia,G,Major,4 beats,0.877,0.56,0.0596,0.00721,1.45e-06,0.0839,0.154,-3.751,119.971,216136,4,30648956
2916,Taylor Swift,Treacherous (Taylor's Version),Taylor Swift,D,Major,4 beats,0.645,0.593,0.0288,0.0344,0.000127,0.13,0.299,-6.506,109.984,242720,1,12923909
2917,"Justin Bieber, benny blanco",Lonely (with benny blanco),RBMG/Def Jam,B,Minor,4 beats,0.619,0.241,0.046,0.9,0.0,0.116,0.0719,-7.102,79.461,149190,31,70213454
2918,"Stanaj, NOTD",Romantic - NOTD Remix,Lava Music/Republic Records,G#/Ab,Minor,4 beats,0.746,0.631,0.231,0.218,0.0,0.222,0.342,-7.968,104.047,184840,9,38669233
2919,"¥$, Kanye West, Ty Dolla $ign",VULTURES,Ye,C#/Db,Minor,4 beats,0.705,0.681,0.192,0.0534,0.0,0.141,0.485,-4.256,146.118,276987,1,12788706
2920,Kanye West,Remote Control,Rock The World/IDJ/Kanye LP7,E,Major,4 beats,0.792,0.548,0.082,0.0784,7.26e-05,0.167,0.197,-7.079,110.105,198614,2,19082486
2921,"YG, Tyga, Jon Z","Go Loko (feat. Tyga, Jon Z)",Def Jam Recordings,D,Major,4 beats,0.88,0.67,0.0429,0.299,5.08e-06,0.0677,0.142,-5.188,100.995,299227,3,15815562
2922,Post Malone,Only Wanna Be With You - Pokémon 25 Version,Republic Records,G,Major,4 beats,0.47,0.709,0.0299,0.00124,0.00121,0.302,0.247,-4.563,98.036,241360,1,7464020
2923,"Metro Boomin, A$AP Rocky, Takeoff",Feel The Fiyaaaah (with A$AP Rocky & feat. Takeoff),Republic Records,F,Minor,3 beats,0.491,0.77,0.308,0.112,0.0,0.319,0.37,-6.018,177.977,189427,1,9912090
2924,Justin Bieber,Off My Face,RBMG/Def Jam,E,Major,4 beats,0.509,0.228,0.0332,0.92,0.0,0.104,0.586,-8.68,90.674,156468,3,24450148
2925,OneRepublic,Connection,Mosley / Interscope,F,Major,4 beats,0.611,0.602,0.0437,0.000837,0.0,0.112,0.624,-4.89,168.154,148460,8,41472112
2926,Brenda Lee,Rockin' Around The Christmas Tree,MCA Nashville,G#/Ab,Major,4 beats,0.703,0.407,0.0504,0.706,0.0,0.45,0.849,-12.155,140.057,125827,6,45429518
2927,"Meek Mill, Lil Durk, Lil Baby",Sharing Locations (feat. Lil Baby & Lil Durk),MMG/Atlantic,C#/Db,Major,4 beats,0.681,0.63,0.0385,0.00383,0.0,0.139,0.183,-5.585,151.951,161053,2,5870183
2928,"The Chainsmokers, Kygo",Family,Disruptor Records/Columbia,B,Major,4 beats,0.584,0.607,0.0356,0.426,0.0,0.101,0.374,-6.605,117.817,194827,5,30603236
2929,Lil Tecca,Love Me,Republic Records,B,Minor,4 beats,0.714,0.532,0.271,0.675,0.0,0.138,0.831,-6.837,204.096,117013,9,31801215
2930,BIGBANG,Still Life,YG Entertainment,G#/Ab,Major,4 beats,0.68,0.584,0.034,0.443,0.0,0.0628,0.239,-4.457,118.06,188369,2,11383736
2931,"Summer Walker, USHER",Come Thru (with Usher),LVRN/Interscope Records,F,Minor,4 beats,0.679,0.728,0.154,0.159,0.0,0.107,0.46,-3.092,152.001,181013,1,5084823
2932,"Bad Bunny, YOVNGCHIMI",MERCEDES CAROTA,Rimas Entertainment LLC,C#/Db,Major,4 beats,0.822,0.487,0.223,0.385,6.55e-05,0.115,0.193,-5.815,134.046,202635,2,25261380
2933,Billie Eilish,my strange addiction,Darkroom/Interscope Records,G#/Ab,Minor,4 beats,0.939,0.305,0.354,0.35,0.000169,0.105,0.563,-10.952,100.029,179889,13,103077145
2934,Rauw Alejandro,Enchule,Sony Music Latin/Duars Entertainment,G,Major,4 beats,0.763,0.666,0.194,0.153,0.0,0.301,0.587,-3.316,90.086,185719,4,21571990
2935,"Paulo Londra, Lenny Tavárez",Nena Maldición (feat. Lenny Tavárez),WEA Latina,F#/Gb,Major,4 beats,0.762,0.631,0.0544,0.178,0.0,0.146,0.379,-4.837,118.969,228875,9,37459400
